day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
7,2013,06,30,2013-06-30,65.4,64.2,1012.1,1.9,8.8,14.0,999.9,69.1,64.0,0.05,999.9,1,417927
5,2013,05,31,2013-05-31,62.0,56.8,1018.5,6.7,9.0,13.0,999.9,69.1,57.0,0.02,999.9,0,525606
7,2013,09,29,2013-09-29,54.9,50.1,1022.8,10.0,7.8,13.0,999.9,69.1,45.0,0.01,999.9,0,457888
6,2013,06,29,2013-06-29,66.2,64.9,1004.0,1.4,13.7,19.0,24.1,69.1,64.4,0.26,999.9,1,490613
4,2013,06,20,2013-06-20,60.6,53.1,1023.9,9.6,5.6,12.0,999.9,69.1,52.0,0.1,999.9,0,499545
4,2013,08,29,2013-08-29,65.7,63.7,1014.4,5.8,11.3,17.1,21.0,69.1,62.6,0.0,999.9,1,455453
3,2013,05,01,2013-05-01,49.9,41.4,1030.2,7.4,7.0,9.9,999.9,60.8,39.9,0.0,999.9,1,496654
1,2013,11,18,2013-11-18,55.9,53.7,1006.1,5.0,13.5,24.1,35.0,60.8,51.1,0.23,999.9,1,425004
2,2013,06,25,2013-06-25,69.7,63.8,1012.8,8.4,10.2,14.0,999.9,78.1,64.0,0.0,999.9,0,470671
3,2013,07,31,2013-07-31,70.6,62.6,1019.3,10.0,6.7,8.9,999.9,78.1,64.9,0.0,999.9,0,459413
4,2013,08,01,2013-08-01,68.9,64.7,1016.5,9.8,5.3,9.9,999.9,78.1,63.0,0.01,999.9,0,307260
2,2013,08,20,2013-08-20,71.0,64.7,1017.3,9.5,7.0,11.1,999.9,78.1,57.0,0.01,999.9,0,432545
1,2013,07,08,2013-07-08,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68.0,0.0,999.9,1,413838
1,2013,07,22,2013-07-22,68.3,65.9,1015.1,5.6,5.1,8.0,999.9,78.1,64.0,0.17,999.9,1,440457
6,2013,09,07,2013-09-07,63.6,50.4,1017.9,10.0,10.2,17.1,22.0,71.1,52.0,0.0,999.9,0,511269
5,2013,09,20,2013-09-20,62.6,58.5,1018.4,9.5,6.2,8.9,999.9,71.1,53.6,0.01,999.9,0,523123
6,2013,06,22,2013-06-22,63.4,58.5,1024.6,10.0,8.2,12.0,999.9,71.1,59.0,0.0,999.9,0,474408
3,2013,06,12,2013-06-12,64.0,55.9,1003.4,8.1,14.0,19.0,27.0,71.1,59.0,0.03,999.9,0,486639
5,2013,10,04,2013-10-04,62.8,57.5,1017.7,9.3,5.2,8.9,999.9,71.1,53.6,0.01,999.9,1,520937
2,2013,07,16,2013-07-16,77.4,68.4,1019.6,8.3,7.3,14.0,999.9,87.1,69.1,0.0,999.9,0,466846
4,2013,01,24,2013-01-24,14.3,-1.9,1018.7,10.0,15.5,22.9,29.9,19.9,10.0,0.0,999.9,0,533039
3,2013,01,23,2013-01-23,16.2,-1.1,1018.6,10.0,15.6,21.0,28.9,21.9,12.9,0.01,999.9,0,520520
7,2013,01,27,2013-01-27,21.7,4.7,1025.6,10.0,16.3,22.9,35.0,28.9,17.1,0.0,999.9,0,470833
4,2013,01,03,2013-01-03,21.8,7.8,1018.1,10.0,9.8,18.1,24.1,28.9,16.0,0.0,999.9,0,441233
1,2013,02,04,2013-02-04,29.0,16.9,1008.3,8.8,15.5,20.0,28.0,30.9,26.6,0.0,999.9,0,457093
1,2013,12,09,2013-12-09,40.8,36.3,1023.6,6.8,11.2,21.0,34.0,51.8,33.1,0.13,999.9,0,452108
1,2013,01,14,2013-01-14,47.2,47.1,1017.5,1.3,8.2,15.9,21.0,51.8,44.6,0.0,999.9,1,443650
7,2013,12,15,2013-12-15,40.0,37.1,1004.5,5.8,18.9,26.0,36.9,51.8,32.0,0.87,999.9,0,458267
5,2013,04,12,2013-04-12,43.6,35.7,1018.6,7.7,13.8,26.0,35.9,51.8,39.2,0.01,999.9,0,564860
5,2013,01,25,2013-01-25,19.0,3.3,1023.1,10.0,13.6,21.0,32.1,26.1,14.0,0.0,999.9,0,537188
3,2013,01,30,2013-01-30,45.1,44.0,1013.9,4.4,12.4,19.0,25.1,48.2,37.0,0.03,999.9,1,482378
2,2013,06,11,2013-06-11,60.8,59.5,1008.7,1.8,13.2,17.1,24.1,64.4,55.9,1.36,999.9,1,473608
4,2013,10,10,2013-10-10,58.4,52.6,1024.3,10.0,11.6,15.0,22.0,64.9,54.0,0.0,999.9,0,507456
6,2013,10,12,2013-10-12,58.6,53.4,1021.7,10.0,13.2,22.0,31.1,64.9,54.0,0.0,999.9,0,524068
4,2013,05,16,2013-05-16,57.7,50.1,1006.9,7.1,12.5,20.0,28.0,64.9,53.1,0.02,999.9,0,528160
3,2013,10,09,2013-10-09,56.4,44.3,1027.9,10.0,11.6,22.0,26.0,64.9,51.1,0.03,999.9,0,484883
5,2013,10,11,2013-10-11,60.6,56.6,1018.4,10.0,13.3,19.0,26.0,64.9,55.0,0.0,999.9,0,516171
6,2013,06,08,2013-06-08,62.3,59.6,1009.3,4.8,19.1,25.1,35.0,64.9,57.0,0.94,999.9,1,489509
7,2013,10,06,2013-10-06,59.1,54.8,1021.1,6.9,7.2,14.0,22.0,64.9,53.1,0.0,999.9,1,457691
2,2013,08,13,2013-08-13,67.8,66.7,1011.1,4.6,3.4,17.1,999.9,73.9,64.0,0.0,999.9,1,449946
3,2013,09,11,2013-09-11,69.9,66.8,1019.3,6.8,10.9,13.0,19.0,73.9,61.0,0.0,999.9,0,501093
1,2013,08,19,2013-08-19,65.5,60.8,1017.5,9.5,8.1,13.0,999.9,73.9,57.0,0.39,999.9,0,397350
2,2013,08,06,2013-08-06,66.2,54.5,1019.1,10.0,5.3,8.9,999.9,73.9,55.9,0.0,999.9,0,448250
1,2013,07,29,2013-07-29,69.2,67.1,1017.1,6.5,5.3,9.9,999.9,73.9,64.0,0.02,999.9,0,409210
3,2013,08,07,2013-08-07,64.5,55.9,1022.0,9.9,5.1,9.9,999.9,73.9,54.0,0.0,999.9,0,465632
6,2013,09,14,2013-09-14,64.5,57.6,1010.4,10.0,9.1,13.0,19.0,73.9,60.1,0.13,999.9,0,518170
6,2013,07,27,2013-07-27,69.1,66.1,1018.0,9.6,8.8,15.0,18.1,73.9,64.9,0.26,999.9,0,457849
3,2013,09,04,2013-09-04,68.5,61.9,1011.4,8.9,8.8,15.0,20.0,73.9,63.0,0.06,999.9,0,453983
1,2013,06,24,2013-06-24,66.8,64.5,1016.0,2.8,12.1,15.9,22.0,73.9,64.0,0.0,999.9,1,437610
3,2013,10,02,2013-10-02,64.8,58.1,1012.1,9.3,8.7,17.1,19.0,73.9,53.1,0.01,999.9,1,475182
3,2013,02,06,2013-02-06,34.8,30.4,1014.9,9.0,6.1,13.0,17.1,39.2,32.0,0.02,999.9,0,506443
6,2013,04,20,2013-04-20,52.7,49.6,1012.4,3.6,15.2,25.1,39.0,57.2,46.9,0.62,999.9,1,570929
4,2013,05,23,2013-05-23,61.5,57.6,1015.1,3.0,13.3,18.1,24.1,66.9,57.0,0.0,999.9,1,492055
1,2013,09,30,2013-09-30,59.5,54.3,1016.9,9.8,10.4,19.0,22.9,66.9,45.0,0.01,999.9,0,424431
4,2013,05,30,2013-05-30,60.9,56.2,1018.8,6.1,11.6,15.0,20.0,66.9,57.2,0.26,999.9,0,510309
2,2013,10,22,2013-10-22,59.1,52.4,1012.5,10.0,6.1,8.9,999.9,66.9,39.9,0.0,999.9,0,466786
3,2013,10,23,2013-10-23,52.5,44.6,1005.8,9.8,7.9,12.0,999.9,66.9,48.0,0.0,999.9,0,495387
2,2013,05,07,2013-05-07,54.4,49.9,1021.9,4.4,4.5,8.0,999.9,66.9,46.0,0.0,999.9,1,490805
1,2013,07,15,2013-07-15,76.3,71.2,1021.6,9.3,5.7,9.9,999.9,82.9,69.1,0.0,999.9,0,443449
7,2013,08,04,2013-08-04,69.4,61.9,1009.8,9.0,8.3,12.0,19.0,75.9,60.1,0.25,999.9,0,202310
2,2013,09,03,2013-09-03,70.1,69.0,1008.1,2.0,6.8,11.1,999.9,75.9,66.0,0.05,999.9,1,422359
1,2013,09,02,2013-09-02,70.8,68.7,1010.3,7.0,7.7,11.1,999.9,75.9,68.0,0.0,999.9,1,332266
7,2013,09,08,2013-09-08,68.0,59.3,1010.5,10.0,13.3,19.0,26.0,75.9,57.0,0.0,999.9,0,462607
7,2013,08,18,2013-08-18,64.8,58.4,1023.8,8.4,3.3,8.0,999.9,75.9,55.9,0.01,999.9,1,390925
1,2013,08,05,2013-08-05,68.1,54.5,1013.3,10.0,12.2,15.9,24.1,75.9,60.1,0.0,999.9,0,406380
1,2013,09,09,2013-09-09,59.8,42.5,1021.4,10.0,8.2,15.9,22.0,75.9,50.0,0.0,999.9,0,451162
6,2013,08,17,2013-08-17,67.3,59.8,1023.8,10.0,3.2,8.0,999.9,75.9,55.9,0.0,999.9,0,438088
4,2013,07,11,2013-07-11,71.8,69.7,1011.6,4.9,9.5,13.0,19.0,75.9,69.1,0.01,999.9,0,495023
5,2013,09,06,2013-09-06,60.3,47.8,1021.1,10.0,5.3,12.0,999.9,75.9,52.0,0.0,999.9,0,508640
6,2013,08,03,2013-08-03,69.3,66.1,1011.8,7.2,10.9,15.9,22.9,75.9,66.0,0.0,999.9,0,226553
4,2013,09,05,2013-09-05,67.4,62.1,1013.8,10.0,10.4,17.1,22.0,75.9,61.0,0.0,999.9,0,467390
5,2013,08,02,2013-08-02,69.7,66.0,1011.1,9.5,8.3,15.0,20.0,75.9,63.0,0.03,999.9,0,236748
7,2013,09,01,2013-09-01,70.7,68.3,1012.4,7.5,10.1,13.0,999.9,75.9,66.9,0.0,999.9,0,384470
6,2013,07,13,2013-07-13,67.9,66.3,1024.4,3.3,6.2,9.9,999.9,75.9,63.0,0.01,999.9,1,468743
4,2013,10,03,2013-10-03,65.8,56.3,1016.4,10.0,6.5,8.9,999.9,75.9,59.0,0.0,999.9,0,496807
6,2013,01,05,2013-01-05,37.3,24.5,1017.3,10.0,13.2,20.0,28.0,42.1,30.9,0.0,999.9,0,473804
3,2013,12,11,2013-12-11,31.8,20.6,1020.3,9.9,12.8,18.1,29.9,42.1,28.0,0.19,999.9,0,485363
3,2013,03,20,2013-03-20,36.5,25.7,1007.3,10.0,17.9,25.1,32.1,42.1,32.0,0.35,999.9,0,493779
6,2013,03,02,2013-03-02,38.2,29.1,1004.0,10.0,9.4,14.0,15.0,42.1,36.0,0.0,999.9,0,584654
6,2013,03,09,2013-03-09,39.2,31.7,1018.9,9.9,24.9,28.9,42.9,42.1,37.4,0.4,999.9,0,562200
5,2013,11,29,2013-11-29,31.2,12.9,1033.0,10.0,8.7,14.0,17.1,42.1,26.1,0.0,999.9,0,373808
1,2013,01,07,2013-01-07,35.9,31.0,1020.5,8.8,8.5,17.1,22.0,42.1,28.0,0.01,999.9,0,407363
5,2013,01,11,2013-01-11,38.0,31.4,1030.6,10.0,5.4,11.1,999.9,44.1,32.0,0.0,999.9,0,521398
6,2013,02,16,2013-02-16,39.2,35.8,1012.3,9.2,8.6,17.1,21.0,44.1,34.0,0.0,999.9,1,542291
7,2013,01,06,2013-01-06,35.7,31.3,1019.7,9.8,5.9,15.0,20.0,44.1,23.0,0.01,999.9,0,403667
4,2013,03,14,2013-03-14,37.0,25.3,1007.7,9.7,10.4,18.1,26.0,44.1,30.0,0.49,999.9,0,552660
7,2013,11,03,2013-11-03,49.4,43.7,1013.0,8.8,12.0,24.1,28.9,60.1,42.1,0.05,999.9,0,482847
3,2013,04,17,2013-04-17,52.1,42.7,1021.9,8.3,11.0,17.1,22.9,60.1,44.1,0.03,999.9,0,501840
2,2013,11,19,2013-11-19,47.0,29.2,1010.1,9.8,14.0,22.0,28.9,60.1,39.9,0.26,999.9,0,475478
1,2013,11,11,2013-11-11,47.1,30.4,1015.7,10.0,15.9,22.0,31.1,60.1,42.1,0.01,999.9,0,417822
7,2013,11,10,2013-11-10,52.5,39.7,1013.4,10.0,13.0,26.0,35.9,60.1,37.9,0.0,999.9,0,473151
5,2013,06,14,2013-06-14,55.0,50.7,1003.0,7.0,18.3,28.0,36.9,60.1,52.0,0.12,999.9,0,507938
4,2013,11,28,2013-11-28,40.1,28.4,1014.2,9.4,14.9,24.1,35.9,60.1,30.0,1.86,999.9,0,331610
6,2013,05,11,2013-05-11,56.2,53.1,1013.1,3.7,9.4,15.9,22.9,62.1,52.0,0.0,999.9,1,540132
4,2013,05,02,2013-05-02,49.9,42.0,1030.3,9.5,5.0,14.0,20.0,62.1,37.9,0.0,999.9,0,523150
7,2013,10,20,2013-10-20,58.3,47.4,1010.3,10.0,9.4,15.9,21.0,62.1,46.9,0.05,999.9,0,473864
1,2013,04,08,2013-04-08,50.0,41.6,1018.1,9.1,9.4,13.0,999.9,62.1,42.1,0.0,999.9,0,440520
1,2013,05,20,2013-05-20,57.5,54.5,1020.4,2.9,10.3,17.1,22.0,62.1,55.0,0.33,999.9,1,466778
4,2013,10,31,2013-10-31,54.8,50.9,1021.4,9.1,6.0,12.0,999.9,62.1,34.0,0.0,999.9,0,489417
1,2013,10,14,2013-10-14,51.5,44.0,1027.0,10.0,4.6,8.9,999.9,62.1,41.0,0.0,999.9,0,403416
4,2013,05,09,2013-05-09,57.2,53.6,1015.2,5.0,6.2,14.0,999.9,62.6,53.6,0.01,999.9,1,526752
3,2013,01,02,2013-01-02,27.5,12.1,1013.4,10.0,12.4,15.9,25.1,33.1,21.9,0.0,999.9,0,393001
6,2013,12,14,2013-12-14,26.9,15.8,1029.8,8.1,10.7,15.0,22.0,35.1,23.0,0.0,999.9,0,516303
5,2013,12,13,2013-12-13,28.1,12.0,1019.3,9.9,12.7,24.1,31.1,35.1,19.9,0.0,999.9,0,543606
4,2013,02,07,2013-02-07,29.4,13.4,1028.7,10.0,10.2,14.0,19.0,35.1,25.0,0.0,999.9,0,535105
1,2013,12,16,2013-12-16,32.0,15.5,1012.3,10.0,12.5,17.1,27.0,35.1,27.0,0.83,999.9,0,454088
6,2013,02,02,2013-02-02,27.6,10.4,1020.9,10.0,12.5,19.0,26.0,35.1,21.9,0.0,999.9,0,569777
1,2013,04,01,2013-04-01,47.0,42.9,1005.8,6.8,16.3,26.0,34.0,51.1,44.1,0.18,999.9,0,428997
4,2013,12,05,2013-12-05,43.4,40.5,1021.5,8.3,7.4,13.0,20.0,51.1,30.0,0.0,999.9,1,498220
3,2013,04,03,2013-04-03,42.6,15.7,1015.8,10.0,17.0,25.1,34.0,51.1,33.8,0.0,999.9,0,513864
2,2013,12,10,2013-12-10,38.8,35.1,1012.4,6.7,9.1,17.1,25.1,51.1,33.1,0.2,999.9,1,478456
2,2013,04,02,2013-04-02,39.6,18.8,1011.4,9.9,17.2,22.9,33.0,51.1,32.0,0.02,999.9,0,495549
6,2013,11,09,2013-11-09,41.7,22.4,1020.4,10.0,12.9,21.0,28.9,51.1,37.9,0.03,999.9,0,545002
5,2013,05,03,2013-05-03,46.9,39.7,1030.0,9.9,13.7,22.9,29.9,53.1,37.9,0.0,999.9,0,550959
2,2013,04,16,2013-04-16,46.0,40.5,1028.7,10.0,9.3,15.9,999.9,53.1,37.9,0.0,999.9,0,481130
1,2013,04,15,2013-04-15,46.1,34.2,1026.0,10.0,8.1,11.1,999.9,53.1,39.0,0.0,999.9,0,461076
6,2013,04,13,2013-04-13,44.4,39.7,1008.2,8.2,12.9,22.9,33.0,53.6,39.0,1.44,999.9,1,555218
7,2013,07,28,2013-07-28,69.8,68.0,1015.8,5.7,6.5,12.0,22.9,75.2,66.2,0.12,999.9,1,415239
5,2014,01,24,2014-01-24,14.8,-0.5,1022.4,10.0,11.8,15.9,22.9,23.0,9.0,0.0,999.9,0,509509
3,2014,01,29,2014-01-29,20.3,10.4,1021.2,6.3,8.1,14.0,999.9,27.0,17.1,0.02,999.9,0,477984
4,2014,01,30,2014-01-30,22.0,5.8,1027.2,10.0,8.1,15.9,24.1,27.0,12.9,0.01,999.9,0,495971
5,2014,02,28,2014-02-28,20.3,0.3,1020.5,9.6,12.5,24.1,33.0,28.0,14.0,0.0,999.9,0,544363
3,2014,02,12,2014-02-12,23.7,10.0,1030.8,10.0,10.5,17.1,25.1,30.0,17.6,0.0,999.9,0,481968
2,2014,03,04,2014-03-04,24.8,12.2,1025.5,10.0,8.3,12.0,999.9,30.0,21.0,0.0,999.9,0,499349
2,2014,02,11,2014-02-11,24.0,6.4,1023.8,10.0,9.2,15.0,18.1,32.0,19.9,0.0,999.9,0,489373
6,2014,02,08,2014-02-08,28.2,14.2,1023.9,10.0,8.6,12.0,19.0,32.0,21.9,0.0,999.9,0,549967
3,2014,01,01,2014-01-01,28.2,10.4,1025.6,10.0,11.3,21.0,28.9,32.0,25.0,0.0,999.9,0,420810
5,2014,02,07,2014-02-07,28.1,15.7,1023.2,10.0,9.0,14.0,19.0,32.0,24.1,0.0,999.9,0,512218
4,2014,02,27,2014-02-27,24.7,11.2,1008.1,8.6,8.4,15.9,26.0,32.0,14.0,0.0,999.9,0,512342
1,2014,02,17,2014-02-17,24.3,8.9,1019.8,9.3,13.1,19.0,28.0,32.0,19.0,0.0,999.9,0,391723
3,2014,01,08,2014-01-08,18.2,5.0,1028.1,10.0,12.0,17.1,26.0,34.0,12.0,0.0,999.9,0,473611
3,2014,03,26,2014-03-26,30.8,22.2,1001.4,4.7,28.0,44.1,71.1,34.0,26.6,0.0,999.9,1,502757
4,2014,03,27,2014-03-27,28.4,8.6,1022.3,10.0,18.2,24.1,35.0,34.0,23.0,0.0,999.9,0,507907
3,2014,03,05,2014-03-05,29.5,18.3,1024.3,9.5,7.1,21.0,26.0,36.0,25.0,0.0,999.9,0,508381
1,2014,03,24,2014-03-24,27.4,8.0,1017.9,10.0,13.4,24.1,31.1,36.0,21.9,0.0,999.9,0,443322
3,2014,01,22,2014-01-22,25.0,20.3,1001.1,1.9,25.7,35.9,46.0,36.0,18.0,0.01,999.9,1,377773
5,2014,12,05,2014-12-05,39.3,27.7,1034.8,9.8,9.3,14.0,22.9,46.0,32.0,0.0,999.9,0,496034
5,2014,11,28,2014-11-28,37.0,30.9,1015.6,9.3,12.6,22.0,29.9,46.0,34.0,0.05,999.9,0,347711
7,2014,12,21,2014-12-21,41.4,34.0,1024.2,9.8,7.1,9.9,999.9,46.0,36.0,0.06,999.9,0,419889
3,2014,04,30,2014-04-30,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46.0,41.0,0.01,999.9,0,497569
5,2014,12,19,2014-12-19,37.3,26.2,1012.9,10.0,9.6,15.9,999.9,46.0,34.0,0.0,999.9,0,509016
4,2014,03,20,2014-03-20,41.7,37.6,1009.6,6.3,14.9,22.9,28.0,46.0,37.0,0.4,999.9,1,500070
4,2014,01,16,2014-01-16,40.8,39.3,1010.6,4.6,5.9,11.1,999.9,46.0,32.0,0.0,999.9,0,482037
5,2014,04,18,2014-04-18,40.4,32.0,1032.7,9.9,9.1,15.0,21.0,46.0,35.1,0.0,999.9,0,514893
6,2014,11,15,2014-11-15,37.0,20.6,1021.7,10.0,10.7,15.9,21.0,48.0,32.0,0.05,999.9,0,508043
2,2014,12,16,2014-12-16,44.0,37.0,1019.7,9.6,4.2,8.0,999.9,48.0,33.1,0.0,999.9,0,439779
6,2014,03,08,2014-03-08,40.3,33.2,1009.0,8.9,11.0,15.9,21.0,48.0,35.6,0.0,999.9,1,551574
6,2014,11,22,2014-11-22,37.1,19.7,1028.3,10.0,15.9,28.0,34.0,48.0,28.0,0.0,999.9,0,516116
2,2014,01,14,2014-01-14,45.5,43.2,1012.5,5.2,11.8,15.0,22.0,48.0,28.9,0.0,999.9,1,454108
5,2014,04,04,2014-04-04,40.0,30.2,1019.1,10.0,7.7,15.0,20.0,48.0,33.1,0.0,999.9,0,544519
5,2014,03,28,2014-03-28,41.2,35.6,1023.4,8.9,13.7,20.0,27.0,48.0,34.0,0.0,999.9,0,522404
3,2014,04,02,2014-04-02,39.3,28.6,1019.1,10.0,5.6,11.1,999.9,48.0,32.0,0.0,999.9,0,483841
6,2014,04,05,2014-04-05,44.8,39.6,1008.7,7.7,13.8,19.0,25.1,50.0,41.0,0.03,999.9,1,543175
7,2014,11,16,2014-11-16,38.1,26.0,1027.1,10.0,5.6,15.9,22.0,50.0,23.0,0.0,999.9,0,442084
7,2014,04,27,2014-04-27,42.4,36.2,1012.5,9.9,4.8,14.0,17.1,50.0,36.0,0.37,999.9,0,473210
4,2014,02,20,2014-02-20,39.6,32.2,1018.5,7.1,10.4,15.9,26.0,50.0,23.0,0.19,999.9,0,466020
5,2014,02,21,2014-02-21,42.2,40.0,1017.2,3.9,10.4,19.0,26.0,50.0,35.1,0.26,999.9,1,503515
6,2014,03,22,2014-03-22,38.1,27.9,1013.6,9.7,11.2,22.0,31.1,50.0,23.0,0.0,999.9,0,534441
5,2014,02,14,2014-02-14,40.2,35.7,989.5,5.7,20.1,35.9,47.0,50.0,30.0,1.41,999.9,1,472229
4,2014,12,18,2014-12-18,42.4,32.2,1008.0,10.0,14.1,19.0,28.9,52.0,39.0,0.0,999.9,0,482660
3,2014,12,17,2014-12-17,48.6,45.7,1009.7,8.0,8.8,15.0,22.9,52.0,41.0,0.1,999.9,1,456564
1,2014,11,03,2014-11-03,44.6,20.6,1012.6,10.0,18.9,25.1,35.9,52.0,37.0,0.66,999.9,0,412503
1,2014,01,06,2014-01-06,46.3,45.1,1007.0,2.5,14.8,20.0,26.0,52.0,41.0,0.04,999.9,1,395445
1,2014,04,28,2014-04-28,46.5,37.2,1016.1,10.0,13.7,20.0,24.1,52.0,41.0,0.01,999.9,0,436246
2,2014,04,08,2014-04-08,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52.0,44.1,0.7,999.9,1,467018
2,2014,01,07,2014-01-07,23.9,10.4,1009.6,9.4,17.6,28.9,41.0,52.0,15.1,0.12,999.9,0,460052
6,2014,12,06,2014-12-06,48.9,45.2,1026.7,6.8,9.8,18.1,25.1,54.0,32.0,0.13,999.9,0,508899
7,2014,12,07,2014-12-07,41.9,34.0,1027.0,8.0,25.0,35.0,46.0,54.0,35.1,1.96,999.9,0,460972
7,2014,04,13,2014-04-13,47.0,40.4,1023.8,9.3,8.8,14.0,20.0,64.0,39.0,0.0,999.9,1,472041
4,2014,10,23,2014-10-23,59.5,57.0,1000.4,8.7,10.7,18.1,25.1,64.0,51.1,0.1,999.9,0,471818
4,2014,06,05,2014-06-05,60.0,57.2,1006.3,5.8,7.1,19.0,35.0,64.0,55.4,0.01,999.9,1,501694
6,2014,04,12,2014-04-12,50.1,40.8,1019.1,8.5,8.6,13.0,999.9,64.0,43.0,0.0,999.9,0,540202
1,2014,10,06,2014-10-06,55.7,42.6,1018.6,10.0,6.9,13.0,999.9,64.0,45.0,0.0,999.9,0,409584
2,2014,05,20,2014-05-20,56.4,45.7,1015.4,9.9,10.4,21.0,28.9,64.0,51.1,0.11,999.9,0,472199
5,2014,10,24,2014-10-24,54.3,51.1,1003.1,7.6,15.7,21.0,29.9,64.0,51.1,0.16,999.9,0,492064
6,2014,10,04,2014-10-04,59.4,57.3,1007.1,6.8,5.7,11.1,22.0,64.0,57.0,0.02,999.9,1,467371
4,2014,09,25,2014-09-25,59.7,55.3,1031.0,8.6,8.9,15.0,21.0,68.0,48.9,0.0,999.9,0,426440
7,2014,09,14,2014-09-14,62.2,54.3,1020.7,10.0,9.6,17.1,24.1,68.0,52.0,0.04,999.9,0,450849
4,2014,10,16,2014-10-16,65.0,63.4,1013.5,6.6,12.0,17.1,27.0,68.0,62.6,0.05,999.9,0,481635
7,2014,10,19,2014-10-19,56.0,45.2,1005.8,10.0,10.7,20.0,24.1,68.0,51.1,0.01,999.9,0,461858
1,2014,06,02,2014-06-02,57.4,46.6,1022.9,10.0,6.8,14.0,999.9,68.0,48.0,0.0,999.9,0,428122
1,2014,06,09,2014-06-09,61.2,57.0,1015.2,7.1,5.6,9.9,999.9,68.0,55.0,0.0,999.9,1,440162
6,2014,09,20,2014-09-20,57.0,47.3,1027.2,10.0,7.7,12.0,999.9,68.0,44.1,0.0,999.9,0,492576
6,2014,10,18,2014-10-18,62.7,58.8,1003.7,9.0,7.5,12.0,999.9,68.0,59.0,0.02,999.9,0,513702
3,2014,11,12,2014-11-12,56.5,53.5,1012.9,6.0,5.2,11.1,999.9,68.0,45.0,0.0,999.9,1,444745
3,2014,09,24,2014-09-24,58.9,51.3,1033.3,10.0,6.7,15.0,21.0,68.0,48.9,0.0,999.9,0,416770
3,2014,05,21,2014-05-21,56.3,47.6,1014.9,10.0,6.0,9.9,999.9,68.0,45.0,0.0,999.9,0,483979
4,2014,11,13,2014-11-13,49.8,41.1,1015.5,8.6,8.4,999.9,999.9,68.0,45.0,0.0,999.9,1,464077
2,2014,09,23,2014-09-23,59.0,42.3,1022.8,10.0,9.3,15.9,22.9,72.0,53.1,0.01,999.9,0,401123
4,2014,08,14,2014-08-14,67.8,60.8,1008.1,9.1,9.7,15.0,15.9,72.0,63.0,0.02,999.9,0,439289
2,2014,09,30,2014-09-30,63.3,61.3,1014.7,6.7,7.0,18.1,999.9,72.0,62.1,0.02,999.9,0,435417
4,2014,09,18,2014-09-18,61.1,47.4,1014.7,10.0,5.0,11.1,15.0,72.0,48.0,0.0,999.9,0,464358
1,2014,09,22,2014-09-22,67.9,61.5,1007.0,8.2,12.3,22.9,27.0,72.0,61.0,0.11,999.9,1,393656
4,2014,06,19,2014-06-19,67.3,61.5,1013.6,9.7,6.5,9.9,999.9,72.0,63.7,0.0,999.9,0,487104
1,2014,08,25,2014-08-25,63.3,56.5,1020.5,10.0,3.8,8.0,999.9,72.0,54.0,0.0,999.9,0,357998
2,2014,08,26,2014-08-26,63.0,56.0,1021.1,10.0,3.5,8.9,999.9,72.0,53.1,0.0,999.9,0,389266
7,2014,06,29,2014-06-29,64.7,57.9,1024.0,9.5,5.0,8.9,999.9,72.0,55.9,0.01,999.9,0,402696
5,2014,09,19,2014-09-19,57.2,42.7,1024.1,10.0,12.5,19.0,26.0,72.0,46.0,0.0,999.9,0,488834
5,2014,08,15,2014-08-15,66.8,59.2,1012.2,10.0,8.8,15.0,20.0,72.0,61.0,0.01,999.9,0,444148
6,2014,06,28,2014-06-28,62.2,51.9,1024.1,9.5,4.8,8.0,999.9,72.0,52.0,0.02,999.9,0,472015
5,2014,08,22,2014-08-22,63.9,60.0,1017.7,7.9,7.9,13.0,19.0,73.0,57.9,0.01,999.9,1,419858
4,2014,09,11,2014-09-11,64.4,60.3,1014.8,9.7,6.4,13.0,999.9,73.0,54.0,0.0,999.9,0,478607
3,2014,08,20,2014-08-20,63.8,55.9,1015.5,9.9,6.0,12.0,999.9,73.0,52.0,0.01,999.9,0,422389
5,2014,09,12,2014-09-12,67.1,58.8,1016.6,9.7,11.4,18.1,22.0,73.0,54.0,0.0,999.9,0,486929
1,2014,08,04,2014-08-04,68.2,65.5,1017.7,6.0,5.2,12.0,999.9,73.0,64.0,0.04,999.9,1,392871
4,2014,08,21,2014-08-21,67.1,60.6,1017.5,10.0,7.7,12.0,999.9,73.0,52.0,0.01,999.9,0,441620
2,2014,06,17,2014-06-17,62.5,55.2,1019.0,10.0,8.2,12.0,999.9,73.0,57.9,0.0,999.9,0,449368
2,2014,09,09,2014-09-09,64.6,56.5,1025.0,10.0,10.9,15.0,22.9,73.0,55.9,0.0,999.9,0,450763
2,2014,07,22,2014-07-22,67.1,63.5,1020.4,5.9,5.4,11.1,999.9,73.0,60.1,0.02,999.9,1,447126
1,2014,09,29,2014-09-29,65.9,63.2,1015.5,9.2,6.7,11.1,999.9,73.0,53.1,0.02,999.9,0,400318
6,2014,06,21,2014-06-21,59.9,46.2,1013.9,10.0,5.1,12.0,999.9,73.0,48.0,0.0,999.9,0,473409
